UserID,ItemID,overall,value,service,rooms,location,cleanliness,checkin,business
466,197,4,4,3,5,0,4,0,0
466,244,3,3,3,2,3,3,3,0
466,815,1,0,3,3,5,3,3,0
467,50,4,3,4,4,0,3,0,0
467,69,4,3,3,4,0,3,0,0
467,830,3,4,5,5,0,5,0,0
467,1552,5,3,5,4,0,5,0,0
468,62,5,4,4,5,5,5,4,0
468,1351,4,5,4,4,0,3,0,0
468,1365,2,2,5,3,0,5,0,0
469,75,4,5,4,4,0,5,0,0
469,96,3,1,2,5,5,3,0,0
469,1191,5,4,5,4,5,5,0,0
470,122,5,5,5,5,5,5,0,0
470,1237,4,5,5,4,5,5,5,0
470,1314,4,4,5,5,4,5,5,0
470,1493,3,3,3,3,5,3,5,0
470,1573,4,4,4,3,5,4,5,5
471,63,5,5,5,5,5,5,5,0
471,113,5,5,5,5,5,5,5,5
471,162,2,1,2,1,5,4,3,0
471,186,1,1,1,1,5,2,1,0
471,191,2,3,1,2,4,5,1,0
471,556,2,2,2,5,4,5,5,0
471,592,5,5,5,5,5,5,5,0
471,790,5,5,5,5,5,5,5,0
471,1096,5,4,5,4,5,5,5,5
471,1300,4,5,3,5,5,5,5,0
471,1368,5,5,5,5,5,5,5,0
471,1383,2,4,3,1,2,4,3,5
471,1385,5,5,5,5,5,5,5,0
471,1447,2,3,2,1,5,3,3,0
471,1453,5,5,5,5,5,5,5,5
471,1455,5,5,5,5,5,5,5,0
471,1462,5,5,5,5,5,5,5,0
471,1482,4,3,5,5,2,5,4,0
471,1498,5,5,5,5,5,5,5,5
471,1529,5,5,5,5,5,5,5,0
471,1530,5,5,5,5,5,5,5,0
471,1532,2,3,2,1,1,4,5,0
471,1533,5,5,5,5,5,5,5,5
471,1534,5,5,5,5,4,5,5,5
472,113,5,5,5,5,5,5,5,5
472,122,5,5,5,5,5,5,5,5
472,424,3,4,3,2,3,4,5,4
472,878,4,4,1,5,5,5,1,4
472,1198,5,5,5,5,5,5,5,4
472,1514,5,5,5,5,5,5,5,5
472,1515,3,4,5,2,2,5,5,5
472,1572,5,5,5,5,5,5,5,5
472,1575,3,3,4,1,4,4,4,3
473,724,4,4,4,4,0,4,0,0
473,749,3,2,3,3,4,4,3,0
473,799,2,3,3,3,0,3,0,0
473,1155,4,4,5,3,5,4,4,5
473,1178,3,2,3,3,0,2,0,0
473,1292,2,4,5,5,5,5,5,3
473,1536,4,3,5,5,0,5,0,0
474,147,4,4,5,4,5,4,5,0
474,820,4,5,0,4,5,4,4,0
474,922,2,2,3,2,5,1,3,0
474,1267,4,4,4,3,4,3,0,4
475,122,5,5,5,5,5,5,5,5
475,752,3,3,3,2,5,3,3,0
475,823,3,3,3,2,5,4,3,4
475,825,2,4,5,5,4,5,5,4
475,1020,5,4,5,5,5,5,4,5
475,1021,5,5,5,5,5,5,4,4
475,1033,5,5,5,5,5,5,5,5
475,1039,5,5,5,5,5,5,5,5
475,1125,5,5,5,5,5,5,4,5
475,1316,5,5,5,5,5,5,5,5
475,1331,4,4,4,5,4,5,3,5
475,1469,1,1,1,3,2,4,1,4
475,1508,3,3,2,3,4,5,2,3
476,111,5,5,5,4,5,5,0,0
476,928,4,3,3,4,5,4,5,3
476,961,5,5,5,5,5,5,5,0
476,1584,5,5,5,5,5,5,0,0
477,41,4,5,5,5,5,5,5,3
477,51,5,4,5,3,5,5,5,3
477,225,5,5,5,4,5,5,5,5
477,750,5,4,5,5,5,5,5,3
477,764,4,3,4,5,5,5,4,3
477,840,5,4,5,4,5,5,0,0
477,1249,4,4,4,4,4,4,5,0
478,42,5,5,4,5,5,4,4,4
478,51,5,4,5,4,5,5,5,0
478,56,5,4,5,4,4,5,0,0
478,679,5,5,5,5,5,5,5,5
478,948,5,5,5,4,5,5,0,0
478,1011,3,3,4,2,4,4,0,0
479,128,4,5,4,5,5,5,0,0
479,606,5,5,5,5,5,5,0,0
479,768,3,3,4,5,2,4,5,0
479,772,5,5,5,5,3,4,4,0
479,1328,3,3,4,3,4,4,3,0
480,297,5,5,5,5,5,5,0,0
480,658,4,4,5,4,4,4,0,0
480,795,3,3,3,3,5,3,0,0
480,938,5,4,5,4,5,5,0,0
481,816,3,3,5,4,5,5,5,0
481,1461,5,4,5,5,5,5,0,0
481,1470,3,3,2,4,3,5,0,0
481,1512,5,3,5,5,5,5,0,0
482,217,2,1,3,3,4,4,3,0
482,570,5,4,5,4,0,5,0,0
482,683,5,5,5,5,5,5,5,5
483,52,4,4,4,3,5,3,0,0
483,990,2,2,2,3,2,4,3,0
483,1497,5,3,5,5,3,5,4,0
483,1542,5,5,4,4,5,5,4,4
484,110,5,5,5,5,5,5,5,4
484,195,4,5,0,4,5,4,3,0
484,549,5,5,5,5,5,5,5,3
484,1041,4,4,3,4,5,5,4,4
484,1277,5,1,2,3,2,3,2,0
485,1351,4,4,4,4,4,4,0,0
485,1390,4,5,5,4,5,5,0,0
486,123,5,3,4,5,5,4,4,0
486,206,1,1,1,2,0,1,0,0
486,808,2,2,2,3,3,5,2,0
486,1345,5,5,5,5,5,5,5,4
486,1412,5,3,5,5,0,5,0,0
486,1589,5,4,5,4,2,5,5,5
487,94,4,4,4,3,4,4,4,0
487,758,5,5,5,5,5,5,0,0
487,814,5,5,5,5,5,5,5,5
487,928,3,2,3,4,4,4,4,4
487,1520,5,4,5,5,5,5,4,0
488,123,5,5,5,4,2,5,4,3
488,712,3,2,1,4,3,3,2,0
488,927,4,2,1,4,3,3,3,1
488,1042,1,1,1,2,4,1,3,2
488,1159,5,0,5,5,5,5,5,5
489,123,5,5,4,5,4,5,5,3
489,151,4,5,5,4,5,5,5,3
489,275,5,3,4,2,0,2,0,0
489,350,5,5,5,4,5,5,0,0
489,382,3,3,5,5,0,5,0,0
489,451,2,3,5,4,4,5,5,3
489,489,5,5,5,5,0,5,0,0
490,47,5,5,5,5,4,4,5,4
490,52,4,5,4,4,4,4,4,4
490,58,5,4,5,5,5,4,5,3
490,78,4,5,4,4,0,4,0,0
490,89,4,4,5,4,4,4,4,3
490,94,4,4,4,3,4,4,4,2
490,104,4,4,4,4,0,5,0,0
491,52,2,2,1,1,3,3,3,3
491,560,5,5,5,5,5,5,0,0
491,797,4,3,2,4,4,4,0,0
491,1158,3,2,3,2,3,3,3,0
492,46,5,4,5,5,5,5,5,4
492,52,5,4,5,5,4,5,4,0
492,58,5,2,2,2,0,2,0,0
492,1059,4,3,3,4,5,4,0,0
493,873,4,5,4,4,5,5,0,0
493,1348,5,4,5,5,5,5,0,0
493,1372,4,5,5,4,5,5,5,5
494,53,4,4,4,4,4,4,0,0
494,116,4,4,5,4,5,4,0,0
494,294,4,3,4,4,4,4,0,0
494,1119,5,4,5,5,5,5,0,0
495,124,5,5,4,5,4,4,5,0
495,792,3,4,3,3,4,3,3,3
495,798,4,5,0,3,5,5,3,5
495,1163,3,4,2,3,3,3,3,0
495,1421,5,4,4,5,4,5,5,5
496,124,5,3,5,5,5,5,5,5
496,142,3,5,5,0,5,3,0,0
496,173,5,4,5,4,5,4,0,0
496,174,5,5,4,5,5,5,3,0
496,179,4,5,5,4,5,4,0,0
496,197,4,5,0,5,5,5,5,5
496,202,2,2,0,2,5,1,5,0
496,1156,5,5,5,5,5,5,4,5
496,1158,5,5,5,5,5,5,0,0
496,1159,5,2,1,3,3,1,2,0
496,1161,4,5,5,5,4,5,5,0
496,1497,4,4,5,4,5,4,5,0
497,53,5,5,4,3,4,5,0,0
497,116,5,5,5,4,5,5,0,0
497,483,4,3,4,3,5,4,4,4
497,600,4,2,4,3,4,4,0,0
497,933,4,2,3,4,4,4,0,0
497,1113,5,4,4,5,5,5,0,0
498,53,4,5,4,3,3,4,5,3
498,607,5,5,5,4,0,5,0,0
498,818,5,5,5,4,0,4,0,0
498,1319,5,4,5,5,5,5,5,0
499,124,5,4,4,4,5,4,4,0
499,217,3,3,3,1,3,4,3,0
499,329,4,3,3,3,4,4,3,0
499,383,4,4,4,4,5,4,0,0
499,1604,4,3,4,4,5,5,0,0
500,124,4,4,3,4,4,4,3,3
500,135,3,4,5,5,0,5,0,0
500,192,4,5,5,5,0,5,0,0
500,433,5,3,5,4,0,5,0,0
500,443,3,3,3,4,4,3,4,3
500,552,4,3,4,4,4,5,4,3
500,556,3,3,1,3,0,4,0,0
500,1107,4,5,4,4,0,3,0,0
500,1146,3,4,4,3,3,3,3,2
500,1162,4,4,4,5,5,4,5,3
500,1378,4,5,5,4,4,5,5,0
500,1415,4,5,5,5,0,5,0,0
500,1606,3,4,3,4,5,4,4,0
501,1116,4,1,1,2,3,2,1,2
501,1357,3,4,5,5,5,5,5,4
501,1363,3,1,2,0,1,2,2,1
501,1574,4,1,1,3,2,3,0,0
502,125,3,3,3,3,4,5,0,0
502,282,5,5,5,4,5,5,0,0
502,699,3,2,4,3,3,3,0,0
502,724,3,0,3,3,5,4,2,0
502,806,5,4,5,4,5,4,5,4
502,1264,4,5,3,3,4,4,0,0
503,125,5,5,4,3,4,4,0,0
503,816,2,2,2,3,0,2,0,0
503,996,4,3,5,5,3,5,4,3
503,1497,3,0,3,5,0,5,0,0
504,309,4,4,4,3,4,4,5,0
504,1063,4,4,3,3,5,4,4,0
504,1315,4,5,5,5,5,5,5,5
504,1560,4,4,4,5,3,5,4,5
505,54,4,5,5,5,5,5,0,0
505,755,3,3,4,4,5,5,4,3
505,816,3,5,3,3,5,4,0,0
505,1421,4,5,5,5,4,5,2,5
506,54,4,4,4,5,5,5,0,0
506,101,5,4,5,4,5,4,4,0
506,371,5,5,5,5,5,5,0,0
506,1574,5,5,5,5,5,5,0,0
507,54,2,3,1,4,4,5,1,1
507,262,5,3,5,5,5,5,5,3
507,875,5,5,5,5,5,5,5,5
507,1120,5,5,5,5,5,5,5,0
507,1459,1,1,1,1,1,4,1,1
508,358,4,3,4,2,5,4,4,0
508,743,2,3,5,5,5,5,5,0
508,1125,5,5,5,5,5,5,0,0
508,1361,5,3,5,5,5,5,4,0
508,1391,4,5,4,3,5,5,0,0
509,346,3,4,0,3,2,3,4,2
509,572,4,4,5,4,4,4,5,4
509,702,3,3,5,5,2,5,0,0
509,732,4,3,3,3,5,4,0,0
509,733,3,3,5,2,4,4,0,0
509,736,5,5,5,5,5,5,5,3
509,739,5,5,4,4,5,5,4,3
510,55,5,4,4,4,4,5,0,0
510,574,3,5,4,5,5,5,0,0
510,749,4,3,3,4,5,5,0,0
510,752,4,4,4,3,5,4,0,0
510,755,4,5,4,4,4,4,4,4
511,735,5,5,5,4,5,5,5,5
511,758,4,5,5,5,5,5,0,0
511,764,4,3,3,3,5,4,5,3
511,768,4,4,5,5,5,5,5,3
511,769,5,5,5,4,5,5,5,4
512,55,4,3,4,4,4,4,0,0
512,776,4,4,5,4,4,5,5,0
512,778,3,3,4,2,4,2,4,0
513,126,4,4,4,3,4,5,0,0
513,140,5,5,5,5,5,5,0,0
513,159,3,3,2,3,5,5,3,2
513,209,4,4,4,4,5,4,5,2
513,645,2,4,3,2,5,4,0,0
513,785,3,2,2,4,5,5,2,3
513,789,4,3,4,5,5,5,3,5
514,55,2,5,2,3,3,5,3,0
514,78,2,1,4,2,3,3,3,0
514,95,3,4,4,5,1,4,0,0
514,706,5,5,5,5,5,5,0,0
514,797,3,3,2,1,5,1,0,0
514,798,3,5,5,4,5,4,0,0
514,799,3,3,5,3,5,5,0,0
515,126,4,5,5,5,3,4,0,0
515,373,5,5,5,5,5,5,5,0
515,388,5,5,5,5,5,5,0,0
515,433,4,3,4,5,4,5,0,0
515,442,5,5,5,5,5,5,5,5
515,466,3,3,3,3,5,3,2,0
515,639,5,5,5,5,5,5,5,4
515,783,5,4,5,5,4,5,0,0
515,812,3,4,3,3,2,4,0,0
515,813,4,3,5,5,3,5,0,0
515,814,5,5,5,5,5,5,5,0
516,438,4,4,4,3,5,4,0,0
516,453,4,3,4,4,4,4,0,0
516,474,2,1,2,2,4,3,0,0
517,120,5,5,4,4,5,4,4,3
517,137,4,5,5,5,5,5,5,5
517,140,3,4,1,4,3,4,1,3
517,155,4,5,5,5,5,5,5,5
517,159,5,5,5,5,5,5,5,5
517,197,5,5,5,5,5,5,5,5
517,209,4,5,0,4,5,4,5,0
517,281,4,2,4,4,4,4,4,4
517,688,5,5,5,5,5,5,5,0
517,793,4,5,5,5,5,5,5,5
517,881,4,4,5,4,5,5,5,0
517,882,4,5,5,5,5,5,5,5
517,883,3,3,2,2,3,1,2,2
517,886,5,5,5,5,5,5,5,5
517,888,4,5,5,5,5,5,5,5
517,891,4,5,5,4,5,5,5,4
517,892,5,5,5,4,5,4,5,4
517,894,3,4,3,4,2,4,2,3
517,895,3,3,2,3,4,4,2,0
518,56,5,5,5,5,5,5,0,0
518,78,3,4,3,3,5,5,0,0
518,88,4,3,5,5,5,5,0,0
518,97,2,3,2,3,5,3,0,0
518,324,5,5,5,5,5,5,0,0
518,932,5,5,5,5,5,5,0,0
518,935,5,5,5,5,5,5,0,0
519,923,5,5,5,5,3,5,0,0
519,979,3,2,3,5,4,5,0,0
519,984,5,5,5,4,4,5,5,5
519,985,2,2,1,2,4,2,3,1
520,56,5,5,5,5,5,5,0,0
520,167,4,4,4,5,5,4,0,0
520,177,5,5,5,5,5,5,0,0
520,989,5,5,5,5,4,5,0,0
521,42,5,5,4,5,5,4,4,4
521,56,5,4,5,4,4,5,0,0
521,679,5,5,5,5,5,5,5,5
521,948,5,5,5,4,5,5,0,0
521,1008,3,4,4,3,5,3,0,0
521,1011,3,3,4,2,4,4,0,0
522,49,5,5,5,5,4,5,5,0
522,56,4,5,4,4,4,3,0,0
522,755,3,3,1,4,3,3,5,0
522,1053,4,2,4,3,5,3,3,5
523,56,4,4,5,4,4,5,0,0
523,93,1,1,1,2,3,1,3,1
523,204,4,5,5,3,5,4,4,0
523,493,2,2,3,2,5,2,4,1
523,691,3,2,4,3,5,4,0,0
523,938,1,1,3,1,3,2,3,1
523,1060,4,4,4,4,5,5,5,0
524,550,5,5,4,4,0,4,0,0
524,759,5,5,5,4,4,4,0,0
524,1061,5,5,4,5,4,5,0,0
524,1062,4,5,5,4,4,4,0,0
525,101,3,3,3,3,4,3,3,3
525,107,3,3,3,3,4,3,3,3
525,882,3,3,3,5,4,5,0,0
525,923,4,4,5,5,3,5,5,0
525,936,3,3,5,4,3,4,0,0
525,1070,4,3,5,4,3,5,0,0
525,1073,3,3,4,4,2,4,4,3
526,56,5,5,5,5,5,5,5,5
526,504,2,2,2,2,4,2,1,1
526,1074,5,5,5,5,5,5,5,5
527,57,5,5,5,5,5,5,0,0
527,575,3,1,3,3,4,2,1,1
527,615,5,5,5,5,5,4,5,4
527,1042,4,3,3,2,4,2,3,0
528,127,5,5,5,5,5,5,0,0
528,166,5,5,4,4,5,5,0,0
528,769,5,5,5,5,4,5,0,0
528,1053,4,4,4,4,5,4,0,0
528,1107,4,4,4,3,5,4,0,0
529,114,4,2,2,3,5,2,0,0
529,777,5,5,5,5,5,5,5,5
529,825,4,3,4,5,3,5,0,0
529,827,5,5,3,5,5,4,5,5
529,829,3,3,4,3,5,4,3,2
529,830,5,5,5,4,4,5,5,2
530,238,4,4,3,5,4,5,3,2
530,712,4,5,5,5,4,5,4,3
530,752,4,3,2,5,5,4,0,0
530,881,4,4,5,4,3,5,0,0
530,1118,5,5,5,5,5,5,5,3
531,57,4,5,3,4,4,4,3,5
531,188,3,3,3,3,3,3,3,0
531,206,3,2,1,3,3,3,3,3
531,1128,3,5,3,3,4,3,0,0
531,1131,4,5,4,4,5,3,4,0
531,1133,3,4,3,4,2,3,3,0
532,57,4,4,4,5,5,4,4,0
532,246,5,5,5,4,5,5,5,4
532,605,3,3,4,3,5,3,4,3
532,628,5,5,5,5,5,5,5,5
533,57,4,4,4,3,5,4,5,2
533,183,4,4,4,4,4,4,4,3
533,949,5,2,5,4,0,5,0,0
533,1146,3,3,4,4,4,4,4,3
534,57,5,5,5,5,5,5,5,0
534,85,4,5,5,5,4,5,3,0
534,707,3,1,3,1,2,3,1,0
534,812,2,2,1,4,5,3,1,0
534,1106,3,3,2,2,2,3,4,0
534,1155,4,4,5,5,5,5,1,5
535,62,5,4,5,5,5,5,5,0
535,124,5,3,5,5,5,5,5,5
535,127,5,5,5,5,5,5,0,0
535,173,5,4,5,4,5,4,0,0
535,179,4,5,5,4,5,4,0,0
535,202,2,2,0,2,5,1,5,0
535,712,5,5,5,5,4,5,5,0
535,1156,5,5,5,5,5,5,4,5
535,1158,5,5,5,5,5,5,0,0
535,1159,5,2,1,3,3,1,2,0
536,127,5,5,5,4,5,5,0,0
536,319,5,4,4,4,5,5,5,5
536,383,4,4,4,5,5,4,4,4
536,488,5,4,4,0,0,5,5,0
536,943,5,4,5,5,5,5,0,0
537,80,3,2,3,3,4,4,0,0
537,89,5,4,5,5,4,5,0,0
537,350,5,5,5,4,5,5,5,5
537,362,3,2,4,4,3,5,0,0
537,691,5,5,5,4,5,5,0,0
537,722,2,2,1,2,5,3,0,0
537,735,4,4,4,4,5,5,0,0
537,1186,3,2,5,2,5,4,0,0
537,1187,4,5,4,4,5,4,0,0
538,77,5,5,4,5,5,5,5,5
538,83,2,4,4,4,5,3,3,0
538,98,5,5,5,5,5,5,2,5
538,216,3,3,2,2,5,3,2,0
538,575,5,3,4,4,0,3,0,0
539,58,4,3,4,4,4,5,0,0
539,77,4,4,4,4,5,4,4,0
539,94,5,5,5,5,5,5,5,0
539,705,5,4,4,4,4,4,4,4
540,618,4,3,5,4,5,4,4,0
540,668,5,5,5,5,5,5,0,0
540,1150,5,5,5,5,5,5,0,0
541,128,4,5,4,4,4,5,0,0
541,159,5,5,5,5,5,5,5,5
541,176,5,5,5,5,5,0,5,0
541,179,4,5,5,3,5,4,0,0
542,127,5,5,5,5,5,5,5,4
542,460,4,5,4,4,0,5,0,0
542,581,5,5,5,5,4,5,3,0
542,678,3,3,3,3,4,4,4,4
542,788,4,5,4,4,4,5,5,0
542,792,3,5,3,3,5,3,0,0
542,1098,5,4,5,5,4,5,0,0
542,1238,4,4,4,5,5,5,4,4
542,1239,5,5,4,4,4,5,5,0
543,383,3,2,3,3,4,4,4,1
543,1242,3,4,4,4,5,5,4,4
543,1246,4,5,5,3,5,4,5,3
543,1247,2,1,3,4,0,4,0,0
544,128,5,5,5,5,5,5,0,0
544,130,3,1,4,3,2,5,0,0
544,157,4,4,4,3,3,4,0,0
544,196,4,4,3,3,4,3,0,0
544,687,5,5,5,5,5,5,5,5
545,128,4,4,4,4,4,5,0,0
545,179,4,4,4,4,5,5,4,3
545,1162,4,5,4,4,4,4,4,4
545,1252,3,3,5,4,4,4,5,4
545,1254,3,4,4,4,4,4,4,4
546,228,5,5,5,5,0,5,5,5
546,1248,4,4,3,4,3,3,3,3
546,1261,5,5,5,5,4,5,0,0
547,129,5,4,5,5,5,5,0,0
547,303,5,5,5,4,5,5,5,0
547,607,5,5,5,5,5,5,5,0
547,818,5,4,5,4,4,4,5,3
548,129,5,5,5,4,5,5,0,0
548,392,3,3,2,3,5,5,0,0
548,794,5,4,5,5,5,5,0,0
548,798,5,4,5,5,5,5,0,0
548,966,5,4,5,4,4,5,5,0
548,1081,5,4,5,3,5,5,5,0
548,1273,4,4,0,4,5,5,5,0
549,129,3,3,3,1,4,2,4,5
549,621,5,5,5,5,5,5,0,0
549,931,3,4,2,2,5,4,0,0
549,1059,5,4,5,4,5,5,0,0
549,1237,3,3,3,2,5,4,0,0
549,1277,4,4,4,5,2,5,0,0
550,129,5,4,5,5,4,5,4,5
550,157,5,4,4,4,4,4,4,0
550,160,3,3,2,3,3,5,0,0
550,225,5,4,5,4,5,5,5,5
550,1054,5,5,5,5,5,5,5,5
551,129,4,4,5,5,4,4,5,5
551,138,3,1,3,5,0,4,0,0
551,154,5,3,5,4,3,4,5,5
551,1060,4,3,4,4,5,4,4,3
552,129,5,5,5,5,5,5,5,5
552,442,2,2,1,3,4,2,2,0
552,443,4,5,4,4,5,4,4,0
552,699,4,4,4,5,4,4,4,3
552,1200,3,4,3,3,5,3,3,0
552,1296,3,3,2,3,4,3,2,0
553,62,5,4,5,5,0,5,0,0
553,129,5,5,5,5,5,5,5,5
553,179,4,5,4,4,5,4,4,4
553,570,5,4,5,5,0,5,0,0
553,917,4,4,4,4,4,4,0,0
554,341,4,4,5,5,5,5,4,4
554,370,4,5,5,3,2,5,4,4
554,668,4,4,5,4,5,5,4,4
554,1050,2,3,4,2,5,4,0,0
554,1129,3,3,4,4,5,5,0,0
554,1132,2,3,3,3,2,4,1,0
555,49,4,2,5,4,5,5,0,0
555,54,5,5,5,5,5,5,0,0
555,778,4,5,3,4,5,4,3,4
556,517,4,3,2,4,3,5,2,4
556,520,5,5,5,5,5,5,5,5
556,654,4,5,5,4,5,5,4,4
556,1316,4,4,4,3,5,5,5,4
556,1317,5,5,5,5,5,5,5,5
557,130,2,2,3,3,3,3,3,0
557,134,5,5,5,5,5,5,5,4
557,214,1,1,0,1,2,1,3,0
557,601,4,5,5,5,5,5,0,0
557,638,5,5,5,5,5,5,5,0
557,753,5,5,5,5,5,5,5,0
557,955,5,3,5,5,5,5,0,0
558,6,5,4,5,5,5,5,0,0
558,111,5,5,5,5,5,5,0,0
558,134,1,1,1,3,4,2,1,0
558,167,3,4,2,3,5,2,5,1
558,563,3,5,5,5,5,5,0,0
558,584,5,5,5,5,5,5,5,0
558,652,5,5,0,4,5,5,4,0
558,852,5,3,4,4,5,5,0,0
559,59,3,3,2,2,1,4,0,0
559,914,5,5,5,5,5,5,5,5
559,1046,3,3,1,3,5,3,2,0
559,1322,5,5,4,5,5,5,5,0
559,1349,3,3,3,2,3,3,3,0
560,59,5,4,5,4,5,5,0,0
560,712,1,3,5,5,0,5,0,0
560,1040,1,2,3,2,1,2,1,0
560,1060,5,4,5,5,0,5,0,0
561,625,4,5,5,5,5,5,0,0
561,1365,3,3,5,3,5,5,0,0
562,131,5,5,5,4,4,4,0,0
562,577,4,4,5,5,5,5,5,0
562,644,4,4,4,5,5,5,4,0
562,1245,3,4,4,5,4,4,0,0
563,131,3,3,3,3,5,5,0,0
563,386,4,4,3,4,4,4,2,5
563,986,5,4,5,5,5,5,0,0
563,1374,4,3,0,4,3,4,3,4
564,131,5,5,5,5,4,5,0,0
564,324,5,4,5,5,4,5,0,0
564,327,5,5,5,4,5,4,0,0
564,576,5,5,5,4,5,5,0,0
564,964,2,2,2,3,4,3,0,0
564,1071,2,3,3,1,5,5,0,0
565,132,3,3,4,3,4,3,0,0
565,200,2,2,2,2,5,3,0,0
565,735,5,5,5,5,5,5,5,0
565,1249,5,5,5,5,5,5,5,0
565,1382,5,5,5,5,5,5,0,0
566,1004,3,3,2,3,5,4,0,0
566,1016,5,5,5,5,5,5,0,0
566,1080,3,4,3,3,5,3,0,0
566,1282,5,5,5,5,5,5,0,0
567,664,5,5,5,5,5,5,0,0
567,1391,5,5,5,5,4,5,0,0
568,60,5,5,5,5,5,5,0,0
568,69,5,5,5,5,5,5,5,0
568,77,5,5,5,4,5,5,0,0
568,98,3,3,4,3,4,4,3,0
569,172,3,5,5,5,5,5,5,0
569,179,3,4,4,4,4,4,4,2
569,226,5,3,4,4,4,4,4,4
569,240,3,5,4,5,5,4,5,0
569,251,2,4,4,4,4,4,4,0
569,255,1,1,1,3,2,3,1,2
569,547,2,5,5,5,5,5,5,4
569,628,2,1,1,5,3,4,4,0
569,752,3,4,4,5,5,4,5,3
569,778,1,4,4,2,0,4,0,0
569,806,3,2,4,4,0,4,0,0
569,1319,5,5,5,5,5,5,5,4
569,1331,5,5,5,5,4,5,4,4
570,132,4,4,3,4,5,4,2,0
570,365,5,4,5,4,0,4,0,0
570,627,5,4,4,5,0,5,0,0
570,890,3,3,1,4,5,4,1,0
570,1175,5,4,5,5,0,4,0,0
571,173,4,4,5,5,5,5,5,5
571,1077,5,5,5,5,0,5,0,0
571,1394,5,5,5,5,5,5,5,0
572,168,4,4,5,5,0,5,0,0
572,834,4,5,5,5,0,5,0,0
572,1041,2,4,5,5,0,5,0,0
572,1151,4,5,4,4,0,4,0,0
573,59,5,5,5,5,5,5,5,5
573,60,2,2,2,3,5,1,0,0
573,98,4,5,4,4,4,4,0,0
573,1035,5,5,5,5,4,5,5,5
573,1155,4,5,5,4,5,5,0,0
574,60,5,3,5,5,5,5,0,0
574,62,5,4,5,5,5,5,5,4
574,99,3,4,0,3,3,3,3,0
574,102,3,3,3,3,3,3,0,0
574,527,4,5,5,5,5,5,5,0
574,1365,4,2,4,5,0,5,0,0
575,58,4,3,5,3,4,5,0,0
575,67,3,5,2,3,3,5,0,0
575,68,4,5,4,4,5,5,0,0
575,74,4,3,4,3,5,4,0,0
576,1095,3,3,3,2,3,2,2,3
576,1098,5,5,5,5,0,5,0,0
576,1421,4,5,4,4,1,4,5,0
577,713,4,5,3,4,5,5,3,0
577,1064,2,2,3,2,2,3,3,1
577,1422,5,5,5,5,5,5,0,0
578,61,5,5,5,5,5,5,0,0
578,575,4,4,4,4,5,3,4,0
578,792,3,4,4,3,4,3,3,3
578,1069,5,5,5,5,5,4,0,0
579,61,4,4,5,5,4,5,0,0
579,63,4,4,4,4,5,4,5,3
579,70,4,4,4,4,4,4,2,3
579,75,4,4,4,4,5,4,5,0
579,679,5,4,5,5,5,5,5,4
579,1085,3,2,3,3,5,4,0,0
579,1252,4,4,4,4,4,5,3,5
580,39,5,5,5,5,5,5,5,0
580,42,4,4,4,5,4,5,4,4
580,194,3,3,3,3,4,4,2,0
580,798,3,5,5,5,5,5,5,0
580,1030,4,4,5,5,5,5,5,0
580,1077,2,2,2,3,2,4,2,0
581,417,4,0,3,3,3,3,2,0
581,445,4,5,4,4,3,4,4,4
581,449,4,5,4,4,0,5,0,0
581,580,4,5,4,5,5,4,4,1
581,784,4,2,0,3,0,4,0,0
582,133,4,5,4,4,5,4,0,0
582,202,3,3,3,3,3,4,2,2
582,576,5,3,5,5,5,5,0,0
582,810,5,4,5,5,5,5,0,0
583,133,5,5,4,5,5,5,0,0
583,874,5,5,5,5,5,5,5,5
584,77,5,5,5,5,5,5,0,0
584,133,5,5,5,4,5,5,0,0
584,1062,5,5,5,5,5,5,5,5
585,133,3,5,3,4,5,5,0,0
585,673,5,5,5,5,5,5,5,5
585,911,4,5,4,4,4,4,5,0
585,1116,5,5,5,5,5,5,5,0
586,133,3,1,2,2,2,4,0,0
586,150,2,3,0,4,3,4,1,0
586,229,4,4,4,4,3,4,0,0
586,241,4,4,0,4,5,4,4,1
586,242,4,4,3,4,3,3,0,0
586,253,4,4,5,4,5,4,4,0
586,265,4,5,4,4,5,4,0,0
586,268,5,5,5,4,5,5,0,0
586,271,5,5,4,5,5,4,5,5
586,385,4,3,0,4,4,4,3,0
586,522,3,2,2,3,3,4,0,0
586,1458,4,4,4,4,5,4,4,0
587,134,5,4,5,5,5,5,0,0
587,375,5,5,5,5,5,5,0,0
587,576,5,5,5,5,5,4,5,5
587,1358,5,4,5,5,5,5,0,0
587,1426,5,5,5,5,5,5,5,0
588,93,4,4,4,5,0,4,0,0
588,114,5,5,5,5,4,5,0,0
588,174,4,4,3,3,5,3,4,0
588,964,5,4,4,4,0,5,0,0
588,1060,4,5,5,4,5,4,5,0
588,1159,2,2,2,2,4,1,0,0
588,1206,4,5,4,5,5,5,5,5
588,1465,3,3,3,3,5,3,2,4
589,62,4,2,5,4,5,5,0,0
589,84,4,5,4,3,3,3,0,0
589,554,3,4,3,4,4,4,1,1
589,976,5,3,5,4,5,5,5,3
589,1088,5,5,5,5,5,5,5,5
589,1089,5,5,5,5,5,5,5,5
589,1215,2,2,4,2,2,3,4,3
589,1383,4,4,4,4,5,5,0,0
589,1477,4,5,5,5,2,5,5,0
589,1478,5,5,5,5,5,5,5,3
589,1479,3,4,5,2,2,4,5,3
590,134,3,4,4,3,3,4,0,0
